Title,AlbumName,Record Label,Performer,Track.number,Song.duration,Composer,Year,Genre,Styles,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,popularity,shake.the.audience,romantic,obscene,family.spiritual,sadness
On with the Show  ,Their Satanic Majesties Request,ABKCO Records,The Rolling Stones,10,3:39,Mick Jagger / Keith Richards,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, Psychedelic Pop",0.671,0.532,0.858,7.41E-06,0.488,-11.19,0.223,114.351,0.59,219200,0,0.002105263,0.002105263,0.002105263,0.044366434,0.002105263
Glad All Over   ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,2,1:54,Roy Bennett / Aaron Schroeder / Sid Tepper,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.152,0.462,0.803,0,0.0788,-8.357,0.0585,137.789,0.896,163327,46,0.000974659,0.124927809,0.000974659,0.054193459,0.000974659
Sea of Heartbreak   ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,3,2:25,Hal David / Paul Hampton,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.827,0.554,0.53,0,0.269,-10.633,0.0328,99.324,0.631,144707,17,0.020874416,0.026323494,0.000572082,0.000572082,0.000572082
Where Have You Been?   ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,5,2:41,Barry Mann / Cynthia Weil,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.35,0.506,0.597,0,0.128,-6.829,0.0364,116.497,0.877,162653,3,0.061619261,0.001422475,0.001422475,0.031564084,0.001422475
Needles and Pins   ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,7,2:13,Sonny Bono / Jack Nitzsche,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.0169,0.576,0.916,0.000124,0.0411,-7.981,0.037,124.269,0.89,133733,34,0.000604961,0.000604961,0.000604961,0.000604961,0.000604961
This Empty Place   ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,8,2:08,Burt Bacharach / Hal David,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.444,0.587,0.584,0,0.0911,-7.85,0.0313,127.004,0.803,129813,15,0.002770083,0.002770083,0.002770083,0.060837845,0.208701018
I Count the Tears   ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,10,2:02,Doc Pomus / Mort Shuman,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.551,0.531,0.514,4.25E-06,0.193,-9.246,0.0283,140.582,0.942,124813,3,0.063798069,0.000835422,0.000835422,0.000835422,0.650909874
Can't Help Forgiving You  ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,12,2:05,Jackie DeShannon,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.165,0.578,0.646,1.79E-05,0.324,-8.629,0.0305,106.396,0.855,125467,1,0.000848896,0.000848896,0.000848896,0.000848896,0.000848896
Sho' Know a Lot About Love   ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,13,2:23,Buddy Mize / Gary Paxton,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.113,0.773,0.714,4.43E-06,0.0547,-7.747,0.0565,128.494,0.78,143907,1,0.00228833,0.00228833,0.00228833,0.00228833,0.092799821
Don't Throw Your Love Away   ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,14,2:16,Billy Jackson / Tony Jackson / The Searchers / James J. Wisner / Jimmy Wisner,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.422,0.632,0.64,0.000356,0.0257,-7.539,0.0403,120.786,0.887,137920,23,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975
I Pretend I'm With You  ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,15,1:59,Chris Curtis / Tony Jackson / John McNally / Mike Pender,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.369,0.677,0.876,0,0.0278,-6.342,0.0386,131.891,0.976,119213,8,0.001119821,0.001119821,0.001119821,0.02280193,0.595209469
Someday We're Gonna Love Again ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,16,1:59,Sharon McMahan,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.757,0.506,0.717,0,0.349,-6.596,0.0405,143.655,0.905,119373,21,0.028737881,0.001422475,0.147447769,0.001422475,0.001422475
I (Who Have Nothing)  ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,20,2:46,Carlo Donida / Jerry Leiber / Giulio Rapetti / Mike Stoller,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.742,0.724,0.46,0.0164,0.0967,-11.939,0.0358,100.324,0.595,166827,6,0.000923361,0.030131038,0.160410395,0.000923361,0.000923361
Don't Throw Your Love Away  ,It's the Searchers,BMG / Castle Communications / Sony BMG,The Searchers,35,2:17,Billy Jackson / Tony Jackson / The Searchers / James J. Wisner / Jimmy Wisner,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat",0.422,0.632,0.64,0.000356,0.0257,-7.539,0.0403,120.786,0.887,137920,23,0.001594897,0.001594896,0.001594896,0.001594896,0.001594896
Everybody Come and Clap Your Hands  ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,1,NA,Jeff Barry / Ellie Greenwich,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00131579,0.127345624,0.001315789,0.00131579,0.040358853
If I Could Find Someone ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,2,NA,Chris Curtis,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.583,0.601,0.556,0,0.149,-8.409,0.045,76.673,0.882,138720,1,0.000785546,0.000785546,0.000785546,0.039901191,0.053447334
Magic Potion  ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,3,NA,Burt Bacharach / Hal David,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.599,0.656,0.768,0,0.301,-7.5,0.118,91.222,0.926,156000,1,0.000974659,0.000974659,0.000974659,0.000974659,0.035328388
I Don't Want to Go on Without You  ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,4,NA,Bert Berns / Jerry Wexler,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.818,0.167,0.342,5.14E-05,0.125,-12.358,0.0308,171.428,0.216,208027,1,0.12576898,0.038134715,0.119944112,0.026125358,0.308461582
Bumble Bee  ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,5,NA,LaVern Baker / Eddie Fullylove,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.649,0.773,0.618,0,0.109,-8.84,0.0526,129.589,0.96,134187,1,0.03129128,0.001547988,0.001547988,0.111864053,0.001547988
Something You Got Baby ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,6,NA,Chris Kenner,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.656,0.543,0.835,0,0.0512,-8.143,0.0361,132.271,0.952,158800,0,0.001096491,0.435728509,0.001096491,0.123530775,0.001096491
A Tear Fell  ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,8,NA,Dorian Burton / Eugene Randolph,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.71,0.528,0.502,0,0.21,-7.712,0.0273,114.517,0.712,182227,0,0.001119821,0.001119821,0.001119821,0.001119821,0.115503057
Till You Say You'll Be Mine ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,9,NA,Jackie DeShannon,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.321,0.492,0.639,0,0.285,-6.339,0.0338,134.54,0.795,145613,0,0.058534975,0.001547988,0.001547988,0.060820513,0.001547988
You Wanna Make Her Happy ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,10,NA,Chris Curtis,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.451,0.597,0.606,0,0.0914,-8.196,0.1,79.605,0.916,134133,1,0.00093985,0.035549837,0.412128828,0.000453721,0.049070616
Everything You Do ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,11,NA,Chris Curtis,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.649,0.573,0.755,5.07E-05,0.291,-6.841,0.103,106.532,0.88,96600,0,0.000634115,0.001052632,0.311976488,0.025942866,0.076982339
Goodnight Baby  ,Sounds Like the Searchers,Beat Goes On / Pye,The Searchers,12,NA,Jeff Barry / Ellie Greenwich / Steve Venet,1965,Pop/Rock,"Contemporary Pop/Rock, Merseybeat, AM Pop, British Invasion",0.761,0.715,0.55,0,0.135,-8.958,0.032,122.13,0.741,138907,1,0.001857793,0.001814882,0.00093985,0.00093985,0.00093985
I'm Ready  ,Take Me for What I'm Worth,Pye,The Searchers,1,1:56,Sylvester Bradford / Fats Domino / Al Lewis,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.606,0.573,0.923,4.80E-06,0.326,-4.317,0.0693,90.263,0.84,116724,0,0.002305266,0.001283697,0.103003176,0.037737364,0.279177136
I'll Be Doggone  ,Take Me for What I'm Worth,Pye,The Searchers,2,2:53,Johnny Moore / Smokey Robinson,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.628,0.454,0.697,0,0.126,-6.547,0.0289,134.72,0.651,173867,7,0.011426316,0.001754386,0.001697793,0.001697793,0.001697793
It's Time ,Take Me for What I'm Worth,Pye,The Searchers,4,2:37,John McNally,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.828,0.351,0.627,0,0.272,-8.883,0.0407,200.928,0.863,155787,1,0.000832777,0.00055991,0.001697793,0.069068992,0.001697793
Too Many Miles  ,Take Me for What I'm Worth,Pye,The Searchers,5,2:09,Frank Allen / Chris Curtis / John McNally / Mike Pender,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.671,0.455,0.459,0.000123,0.176,-10.086,0.0294,76.768,0.688,129547,1,0.380773062,0.000598086,0.001879699,0.000730994,0.037531044
You Can't Lie to a Liar ,Take Me for What I'm Worth,Pye,The Searchers,6,2:23,David Hampton,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.66,0.439,0.742,0,0.11,-7.285,0.0694,127.958,0.652,141240,6,0.253175972,0.000572082,0.001119821,0.001814882,0.024362695
Don't You Know Why  ,Take Me for What I'm Worth,Pye,The Searchers,7,2:39,Frank Allen / Chris Curtis / Mike Pender,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.164,0.309,0.882,0,0.206,-7.368,0.056,138.325,0.492,157560,0,0.074184607,0.000711238,0.001385042,0.000604961,0.034502466
I'm Your Loving Man ,Take Me for What I'm Worth,Pye,The Searchers,8,2:03,Chris Curtis,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.166,0.441,0.915,0,0.13,-5.25,0.077,95.577,0.633,124507,0,0.001144165,0.00228833,0.00074129,0.027357333,0.03853109
Each Time ,Take Me for What I'm Worth,Pye,The Searchers,9,2:48,Jackie DeShannon,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.445,0.258,0.674,2.56E-06,0.184,-7.428,0.0418,128.79,0.557,167640,3,0.001547988,0.000892061,0.002024292,0.000773994,0.001119821
Be My Baby  ,Take Me for What I'm Worth,Pye,The Searchers,10,3:18,Jeff Barry / Ellie Greenwich / Phil Spector,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.7,0.292,0.617,0,0.206,-7.399,0.0413,125.976,0.652,197867,11,0.100335265,0.000797448,0.000923361,0.000506073,0.001385042
Four Strong Winds ,Take Me for What I'm Worth,Pye,The Searchers,11,3:07,Ian Tyson,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.802,0.518,0.409,0,0.155,-10.271,0.026,105.648,0.353,186160,26,0.001253133,0.000956938,0.161545358,0.10764715,0.00074129
Take Me for What I'm Worth ,Take Me for What I'm Worth,Pye,The Searchers,12,2:42,P.F. Sloan,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.775,0.465,0.671,0,0.267,-7.996,0.0444,140.404,0.71,160440,29,0.001594897,0.001461988,0.001144165,0.00074129,0.002024292
He's Got No Love  ,Take Me for What I'm Worth,Pye,The Searchers,13,2:36,Chris Curtis / Mike Pender,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.107,0.332,0.804,0,0.247,-5.926,0.0341,86.282,0.703,154947,19,0.294696143,0.080103184,0.001547988,0.01943224,0.000923361
So Far Away  ,Take Me for What I'm Worth,Pye,The Searchers,14,2:03,Chris Curtis / Mike Pender,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103117169,0.001315789,0.104651437,0.000598086,0.103212187
I'm Never Coming Back  ,Take Me for What I'm Worth,Pye,The Searchers,16,2:01,Chris Curtis / Mike Pender,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000892061,0.022988385,0.001253133,0.000572082,0.001144165
Once upon a Time  ,Take Me for What I'm Worth,Pye,The Searchers,19,2:07,Lee Adams / Charles Strouse,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, AM Pop",0.0308,0.558,0.611,1.32E-06,0.155,-9.579,0.028,115.019,0.837,114973,8,0.00228833,0.001879699,0.104551839,0.000711238,0.001547988
Everybody Loves a Lover  ,Sandie,BMG / Union Square Music,Sandie Shaw,1,2:45,Richard Adler / Robert Allen,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.636,0.554,0.88,0,0.203,-6.736,0.0589,137.529,0.764,165880,7,0.178419149,0.001594896,0.002392345,0.00228833,0.064217877
Gotta See My Baby Every Day ,Sandie,BMG / Union Square Music,Sandie Shaw,2,3:02,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.675,0.517,0.694,0,0.159,-8.041,0.0377,148.502,0.791,182440,8,0.113660852,0.002770083,0.146171456,0.000892061,0.001253133
Love Letters  ,Sandie,BMG / Union Square Music,Sandie Shaw,3,2:16,Edward Heyman / Victor Young,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.77,0.36,0.203,0,0.171,-13.193,0.0298,148.101,0.502,136587,8,0.00131579,0.002392345,0.000892061,0.073018956,0.001594896
Stop Feeling Sorry for Yourself ,Sandie,BMG / Union Square Music,Sandie Shaw,4,3:26,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.632,0.574,0.358,0,0.0925,-8.69,0.0304,102.188,0.647,206507,9,0.203534428,0.000591366,0.00228833,0.000956938,0.002392345
Don't Be That Way ,Sandie,BMG / Union Square Music,Sandie Shaw,6,2:08,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.616,0.567,0.788,0.000201,0.0437,-7.237,0.0831,135.633,0.661,128400,4,0.001052632,0.071985241,0.001283697,0.024662566,0.001253133
It's in His Kiss ,Sandie,BMG / Union Square Music,Sandie Shaw,7,2:04,Rudy Clark,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.546,0.751,0.56,0,0.177,-7.556,0.032,118.118,0.883,124227,14,0.00131579,0.001012146,0.051981711,0.000862813,0.134217693
You Won't Forget Me  ,Sandie,BMG / Union Square Music,Sandie Shaw,9,2:35,Jackie DeShannon / Sharon Sheeley,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.222,0.612,0.413,0,0.113,-9.066,0.0284,104.605,0.756,155533,5,0.000730994,0.056320187,0.284974649,0.00131579,0.039759124
Lemon Tree ,Sandie,BMG / Union Square Music,Sandie Shaw,10,3:52,William Holt,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.725,0.755,0.253,0,0.226,-9.436,0.0364,123.826,0.745,232013,6,0.086975037,0.070680132,0.001644737,0.053730594,0.001283697
Baby I Need Your Loving  ,Sandie,BMG / Union Square Music,Sandie Shaw,11,2:30,Lamont Dozier / Brian Holland / Eddie Holland,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102561198,0.001119821,0.001052632,0.001879699,0.05827078
Talk About Love ,Sandie,BMG / Union Square Music,Sandie Shaw,12,2:12,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.487,0.561,0.783,0.000843,0.228,-7.762,0.0447,150.079,0.646,132147,3,0.001814882,0.153040253,0.00131579,0.001594896,0.001315789
You Don't Love Me No More ,Me,BMG / Union Square Music,Sandie Shaw,1,1:52,Charles Blackwell,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.747,0.342,0.351,0,0.101,-10.334,0.0461,173.263,0.706,112240,1,0.002024292,0.001096491,0.000730994,0.002770083,0.001644737
I Don't Need That Kind of Lovin' ,Me,BMG / Union Square Music,Sandie Shaw,2,2:20,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.415,0.623,0.733,1.66E-05,0.188,-7.747,0.0648,126.945,0.918,140107,2,0.07191917,0.02739426,0.001052632,0.002392344,0.001052632
Down Dismal Ways ,Me,BMG / Union Square Music,Sandie Shaw,3,2:44,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.442,0.641,0.581,1.01E-06,0.0424,-7.89,0.0252,93.998,0.635,164067,3,0.000773994,0.001169591,0.000956938,0.000591366,0.051772784
Oh No He Don't ,Me,BMG / Union Square Music,Sandie Shaw,4,2:11,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.663,0.65,0.593,0,0.119,-7.01,0.0341,139.409,0.962,131893,1,0.171136498,0.000809717,0.001814882,0.003508772,0.000730994
When I Was a Child  ,Me,BMG / Union Square Music,Sandie Shaw,5,2:46,Floyd Huddleston / Mark McIntyre,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.789,0.435,0.128,5.92E-05,0.112,-16.883,0.032,81.984,0.152,166533,1,0.073470937,0.055670556,0.096531031,0.039942893,0.001052632
Do You Mind ,Me,BMG / Union Square Music,Sandie Shaw,6,2:24,Lionel Bart,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002105263,0.001169591,0.000877193,0.000619195,0.000956938
(You Don't Know) How Glad I Am  ,Me,BMG / Union Square Music,Sandie Shaw,7,2:50,Larry Harrison / Jimmy Williams,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.691,0.58,0.343,2.22E-06,0.199,-9.498,0.0305,96.249,0.547,170587,2,0.00228833,0.00122399,0.132635155,0.099205284,0.115562249
I Know ,Me,BMG / Union Square Music,Sandie Shaw,8,2:32,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.0218,0.456,0.881,5.67E-06,0.315,-8.852,0.0562,112.913,0.488,157707,2,0.028050629,0.00093985,0.166559758,0.001119821,0.141043578
Till the Night Begins to Die ,Me,BMG / Union Square Music,Sandie Shaw,9,2:37,Sandie Shaw,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.931,0.527,0.17,9.75E-05,0.128,-14.531,0.0311,85.502,0.425,157587,3,0.027288406,0.000797448,0.000674764,0.001349528,0.000877193
Too Bad You Don't Want Me ,Me,BMG / Union Square Music,Sandie Shaw,10,2:41,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.351,0.563,0.801,0.00128,0.086,-6.642,0.0403,148.271,0.756,161627,1,0.001031992,0.001754386,0.002105263,0.001096491,0.045599544
One Day ,Me,BMG / Union Square Music,Sandie Shaw,11,2:44,Chris Andrews,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.901,0.334,0.156,0,0.1,-14.28,0.0326,88.02,0.414,164667,9,0.00122399,0.001052632,0.075055406,0.001096491,0.000797448
When I Fall in Love  ,Me,BMG / Union Square Music,Sandie Shaw,12,2:15,Edward Heyman / Victor Young,1965,Pop/Rock,"British Invasion, Girl Groups, AM Pop",0.461,0.457,0.501,0,0.0807,-10.401,0.059,138.767,0.757,135800,1,0.130678483,0.001012146,0.00093985,0.001169591,0.031289567
"Love Me, Please Love Me ","Love Me, Please Love Me",Pye,Sandie Shaw,1,3:26,Michel Polnareff,1967,Pop/Rock,"British Invasion, AM Pop",0.576,0.48,0.395,6.09E-06,0.56,-12.516,0.0258,101.171,0.485,207920,28,0.000649773,0.000822368,0.000892061,0.000809717,0.002105263
One Note Samba  ,"Love Me, Please Love Me",Pye,Sandie Shaw,2,2:18,Jon Hendricks / Antônio Carlos Jobim / Newton Mendonça,1967,Pop/Rock,"British Invasion, AM Pop",0.501,0.643,0.523,0,0.0311,-8.772,0.0423,94.897,0.801,138747,13,0.002923977,0.062944899,0.111211086,0.132802314,0.00228833
Smile  ,"Love Me, Please Love Me",Pye,Sandie Shaw,3,3:13,Charlie Chaplin / Geoffrey Parsons / John Turner,1967,Pop/Rock,"British Invasion, AM Pop",0.878,0.327,0.32,0,0.182,-11.442,0.0299,98.161,0.228,193733,7,0.001385042,0.001315789,0.07118368,0.001169591,0.00093985
"Yes, My Darling Daughter ","Love Me, Please Love Me",Pye,Sandie Shaw,4,2:02,Jack Lawrence,1967,Pop/Rock,"British Invasion, AM Pop",0.488,0.527,0.513,0,0.317,-8.909,0.0356,172.223,0.936,123400,19,0.040628506,0.000674764,0.38098572,0.00122399,0.048282934
Ne Me Quitte Pas ,"Love Me, Please Love Me",Pye,Sandie Shaw,5,3:08,Jacques Brel,1967,Pop/Rock,"British Invasion, AM Pop",0.967,0.333,0.256,0.000332,0.175,-14.833,0.037,121.222,0.261,153640,6,0.001119821,0.001879699,0.000649773,0.00093985,0.02824349
Ev'ry Time We Say Goodbye ,"Love Me, Please Love Me",Pye,Sandie Shaw,6,3:00,Cole Porter,1967,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000720981,0.001119821,0.002923977,0.000797448,0.00122399
Hold 'Im Down ,"Love Me, Please Love Me",Pye,Sandie Shaw,8,2:13,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",0.533,0.573,0.466,0,0.335,-9.465,0.0791,125.485,0.907,133947,4,0.001144165,0.001385042,0.47437528,0.001754386,0.00122399
I Get a Kick Out of You ,"Love Me, Please Love Me",Pye,Sandie Shaw,9,2:06,Cole Porter,1967,Pop/Rock,"British Invasion, AM Pop",0.622,0.684,0.412,0,0.0603,-8.834,0.0436,111.508,0.92,127120,6,0.000604961,0.00074129,0.000809717,0.001052632,0.000649773
Time After Time  ,"Love Me, Please Love Me",Pye,Sandie Shaw,10,2:31,Sammy Cahn / Jule Styne,1967,Pop/Rock,"British Invasion, AM Pop",0.614,0.407,0.39,7.31E-06,0.123,-11.439,0.0276,88.378,0.427,152333,9,0.263513653,0.002024292,0.001119821,0.001012146,0.002923977
That's the Way ,"Love Me, Please Love Me",Pye,Sandie Shaw,11,2:10,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003289474,0.000923361,0.000720981,0.000822369,0.001385042
By Myself  ,"Love Me, Please Love Me",Pye,Sandie Shaw,12,2:54,Howard Dietz / Arthur Schwartz,1967,Pop/Rock,"British Invasion, AM Pop",0.816,0.326,0.121,0.00127,0.113,-16.206,0.0331,102.816,0.242,177547,3,0.141428697,0.001814882,0.001144165,0.002392345,0.000809717
Tonight in Tokyo  ,"Love Me, Please Love Me",Pye,Sandie Shaw,13,2:43,Phil Coulter / Bill Martin,1967,Pop/Rock,"British Invasion, AM Pop",0.498,0.421,0.302,0,0.0979,-11.506,0.0414,174.458,0.386,160387,4,0.001594896,0.120010264,0.000604961,0.001315789,0.001119821
You've Been Seeing Her Again ,"Love Me, Please Love Me",Pye,Sandie Shaw,14,3:05,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",0.348,0.576,0.579,0,0.117,-10.202,0.0548,119.87,0.736,185613,3,0.000835422,0.063669143,0.469770441,0.109527882,0.000720981
You've Not Changed ,"Love Me, Please Love Me",Pye,Sandie Shaw,15,2:20,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",0.262,0.629,0.661,0,0.253,-8.518,0.0407,95.418,0.783,139987,12,0.000956938,0.001349528,0.003289474,0.001879699,0.001144165
Don't Make Me Cry ,"Love Me, Please Love Me",Pye,Sandie Shaw,16,2:40,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",0.625,0.575,0.535,0,0.373,-10.652,0.0316,144.478,0.884,131373,1,0.00122399,0.001253133,0.001754386,0.001119821,0.024393337
Today ,"Love Me, Please Love Me",Pye,Sandie Shaw,17,2:24,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",0.442,0.702,0.522,0,0.0733,-8.359,0.0297,135.433,0.926,138867,9,0.086780749,0.001594896,0.001594896,0.001385042,0.000892061
London ,"Love Me, Please Love Me",Pye,Sandie Shaw,18,2:22,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",0.457,0.553,0.435,1.36E-06,0.301,-10.004,0.0276,85.687,0.843,142627,4,0.000666223,0.002392345,0.000835422,0.032122015,0.003289474
Don't Run Away ,"Love Me, Please Love Me",Pye,Sandie Shaw,19,2:37,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",0.506,0.528,0.712,2.87E-06,0.307,-6.722,0.0418,127.634,0.771,157973,4,0.000626566,0.001253133,0.198216455,0.002024292,0.024209132
Stop ,"Love Me, Please Love Me",Pye,Sandie Shaw,20,2:57,Chris Andrews,1967,Pop/Rock,"British Invasion, AM Pop",0.253,0.422,0.653,7.77E-05,0.325,-8.391,0.0531,139.197,0.634,174627,3,0.100333917,0.085557025,0.112913586,0.000923361,0.001594896
Mama Said  ,A Girl Called Dusty,Def Jam / Island / Mercury / Universal / Virgin EMI,Dusty Springfield,1,2:14,Willie Denson / Luther Dixon,1964,"Pop/Rock, R&B","Blue-Eyed Soul, British Invasion, Girl Groups, Pop-Soul, Soul, AM Pop, Early Pop/Rock",0.0829,0.664,0.544,0,0.0946,-10.035,0.0472,132.533,0.907,131360,27,0.002631579,0.00228833,0.097167505,0.001814882,0.04386004
